Command,Link
show ip oap tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-tnl.htm
show ip ospf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf.htm
show ip ospf database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf-db.htm
show ip ospf interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf-interface.htm
show ip ospf neighbor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-ospf-neighbor.htm
show ip pim group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-pim-group.htm
show ip pim statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-pim-statistics.htm
show ip pppoe-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-pppoe-info.htm
show ip prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-prefix.htm
show ip probe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-probe.htm
show ip radius source-interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-radius.htm
show ip-reputation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-rep.htm
show ip rip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-rip.htm
show ip rip interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-rip-intrfc.htm
show ip rip neighbors,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-rip-nghbrs.htm
show ip route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-route.htm
show ip route counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-route-counter.htm
show ip vrf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-vrf.htm
show ipv6 dhcp database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ipv6-dhcp-dbs.htm
show ipv6 firewall,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ipv6-firewall.htm
show ipv6 global,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-global.htm
show ipv6 interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-interface.htm
show ipv6 mld config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-config.htm
show ipv6 mld counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-countr.htm
show ipv6 mld group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ipv6-mld-grp.htm
show ipv6 mld interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-intf.htm
show ipv6 mld proxy-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mld-prx-gr.htm
show ipv6 mld proxy-mobility-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mprx-mbgrp.htm
show ipv6 mld proxy-mobility-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mprx-mbsts.htm
show ipv6 mld proxy-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-mprx-stt.htm
show ipv6 neighbors,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-neighb.htm
show ipv6 ra,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-ra-proxy.htm
show ipv6 route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-v6-route.htm
show iostat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iostat.htm
show keys,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-keys.htm
show lacp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lacp.htm
show lacp status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lacp-stat.htm
show lc-cluster exclude-vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-ex-vlan.htm
show lc-cluster group-membership,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clust-grp-mem.htm
show lc-cluster group profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-pro.htm
show lc-cluster gsm counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-gsm.htm
show lc-cluster heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-heartbeat.htm
show lc-cluster history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-hist.htm
show lc-cluster load distribution ap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-ap.htm
show lc-cluster load distribution client,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-clnt.htm
show lc-cluster papi counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lc-clstr-papi.htm
show lc-cluster vlan-probe,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lc-clstr-stat.htm
show lldp interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lldp-intf.htm
show lldp neighbor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lldp-neighbor.htm
show lldp statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-lldp-stats.htm
show lhm status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lhm.htm
show license client-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-cltbl.htm
show license debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-db.htm
show license heartbeat stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-hrtbts.htm
show license verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-lic-vbr.htm
show loginsessions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-loginsess.htm
show log all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-all.htm
show log all | include central,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-log-all-include-central.htm
show log ap-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-usr-dbg.htm
show log arm all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-arm-usr.htm
show log arm-user-debug all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-arm-dbg.htm
show log convert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-convert.htm
show log debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-debug.htm
show log driver,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-driver.htm
show log errorlog,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log_error.htm
show log kernel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show_log_kernel.htm
show log l3-mobility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-l3mobil.htm
show log network,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-ntwk.htm
show log network all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-ntwk-all.htm
show log openflow,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-openflow.htm
show log pppd,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-pppd.htm
show log provision,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_log_provision.htm
show log rapper,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-rapper.htm
show log rtls-to-cloud,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-rtls-clo.htm
show log sapd,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-sapd.htm
show log security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-security.htm
show log security all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-log-securty-all.htm
show log system,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-system.htm
show log system all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-system-all.htm
show log upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-upgrad.htm
show log user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-user.htm
show log user all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-user-all.htm
show log user-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-log-user-debug.htm
show log user-debug all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-usr-dbg-all.htm
show log vpn-tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-vpn-tunn.htm
show log wireless,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-wireless.htm
show log wireless all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-log-wireless-all.htm
show mac-address-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-mac-add-tab.htm
show master-local stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-mstr-lcl-stat.htm
show memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showmemory.htm
show memory debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-memory-debug.htm
show memory ecc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-memory-ecc.htm
show netdestination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-netdst.htm
show netstat stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-netstat.htm
show network,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/shownetwork.htm
show ip nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-nexthop-list.htm
show ip nexthop-list-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-nexthop-list-details.htm
show ntp authentication-keys,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ntp-auth-keys.htm
show ntp debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ntp-debug.htm
show ntp servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ntp-servers.htm
show ntp status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ntp-status.htm
show opendns support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-opendns-supp.htm
show openflow capabilities,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-openflow-cap.htm
show openflow clickstream-statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-clickstr.htm
show openflow controller,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-contr.htm
show openflow controller detail,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-contr-deta.htm
show openflow debug ap-client state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-apclient.htm
show openflow debug event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-event.htm
show openflow debug flows,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-flow.htm
show openflow debug ports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-deb-port.htm
show openflow flow-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-flowtab.htm
show openflow ports,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-ports.htm
show openflow-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-pro.htm
show openflow statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-openfl-statis.htm
show overlay bucketmap status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-bucketmap-stat.htm
show overlay cluster-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay-clusterinfo.htm
show overlay multicast-vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay%20multicast-vlan.htm
show overlay ssid-cluster status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay%20ssid-cluster%20status.htm
show overlay tunnel config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-overlay-tunnconf.htm
show packet-capture-defaults,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showpacketcapture.htm
show papi kernel-socket-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-papi-kernel.htm
show port link-event,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-port-link-event.htm
show pppoe debug-logs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showpppoe.htm
show pppoe status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-pppoe-status.htm
show process,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/showprocess.htm
show processes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-processes.htm
show process monitor statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-process-monitor-stats.htm
show port status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-portstatus.htm
show port-bonding status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-port-bonding-status.htm
show proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_proxy_config.htm
show proxy config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show_proxy.htm
show radius-attributes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-rad-att.htm
show radio config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-radio-config.htm
show radius status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-radius-stat.htm
show radius-servers support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rad-serv-supp.htm
show rights,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rights.htm
show roleinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-roleinfo.htm
show route-access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-rout-acc-lst.htm
show routing-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-rout-prof.htm
show route map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-route-map.htm
show running-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-run-conf.htm
show saas app-list all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-app-li.htm
show saas dns-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-dnsl.htm
show saas dns-transactions,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-dnstr.htm
show saas fastdpi-prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-fstdpi-pref.htm
show saas path-steer-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-psp.htm
show saas threshold-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-saas-tp.htm
show slots,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-slots.htm
show snmp community,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-snmp-comm.htm
show snmp inform stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-snmp-inform.htm
show socket,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-sockets.htm
show spantree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-spantree.htm
show spanning-tree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-span-tree.htm
show speed-test data,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-speed-test-data.htm
show station-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-station-tab.htm
show stm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-stm.htm
show storage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-storage.htm
show stun client debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-stun-cl-dbg.htm
show swarm state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-swarm-state.htm
show syslocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-syslocation.htm
show tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tech-sup.htm
show threshold-limits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-thresh-lim.htm
show threshold-limits controlpath-memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tl-cm.htm
show threshold-limits no-of-aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-laps.htm
show threshold-limits no-of-locals,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-llocals.htm
show threshold-limits total-tunnel-capacity,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-lcapacity.htm
show threshold-limits user-capacity ,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-li-ucp.htm
show tpm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm.htm
show tpm cert-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm-crtinf.htm
show tpm errorlog,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm-erlog.htm
show trunk,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-trunk.htm
show tunnelmgr counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-tunlmgr-cntr.htm
show tunnelmgr tunnel-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-tunlmgr-tnl-lst.htm
show tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tunnel-node.htm
show tunneled-node config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-cnf.htm
show tunneled-node database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-db.htm
show tunneled-node state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-st.htm
show tunneled-node-mgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tunl-node-mgr.htm
show tunneled-node-mgr cluster-bucket-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-cl-bm.htm
show tunneled-node-mgr cluster-node-list verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-cl-nl-vrb.htm
show tunneled-node-mgr gsm-counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-gsm-co.htm
show tunneled-node-mgr mcast-tunnel-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-mc-tn-tb.htm
show tunneled-node-mgr mcast-vlan-user-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mc-vl-us-mp.htm
show tunneled-node-mgr node-heartbeat-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-ht.htm
show tunneled-node-mgr stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-st.htm
show tunneled-node-mgr trace-buf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-trbf.htm
show tunneled-node-mgr tunneled-nodes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnnd.htm
show tunneled-node-mgr tunneled-users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnusr.htm
show tunneled-node-mgr tunnel-vlan-user-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnvlu.htm
show tunneled-node-mgr user-tunnel-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-ndm-ustntb.htm
show ucm cdrs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show-ucm-cdrs.htm
show upgrade info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-upgrade.htm
show uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk.htm
show uplink cellular config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-cc.htm
show uplink cellular connection-logs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-ccl.htm
show uplink cellular signal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-signal.htm
show uplink debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-debug.htm
show uplink stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-stats.htm
show uplink status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-status.htm
show usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-usb.htm
show user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user.htm
show user-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user-tab.htm
show user-table verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user-tab-verb.htm
show valid-channels,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-valid-chan.htm
show version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-version.htm
show vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan.htm
show vlan-assignment,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan-assign.htm
show vlan mapping,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan-map.htm
show vlan status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan-status.htm
show vpdn l2tp configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-l2pt-cof.htm
show vpdn l2tp local pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-l2tp-lp.htm
show vpdn pptp configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-pptpconf.htm
show vpdn pptp local pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-pptp.htm
show vpdn tunnel l2tp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-tun-l2tp.htm
show vpn-dialer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpn-dialr.htm
show vrrp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp.htm
show vrrp ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp-ipv6.htm
show vrrp ipv6 stats all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp-ipv6-stat.htm
show vrrp stats all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp-stat-all.htm
show wan debug ipsecmap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-debug-ipsecmac.htm
show wan hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-hits.htm
show wan ip-sla-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-ip-sla-profiles.htm
show wan ip-sla-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-ip-sl.htm
show wan nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-nexthop-ls.htm
show wan pcl-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-pcl-tab.htm
show wan policy-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-pol-list.htm
show wan probe-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-pr-prof.htm
show wan session-counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-sess-count.htm
show wan threshold-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-thresh-prof.htm
show wan threshold-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-thresh-stats.htm
show web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-web-cc.htm
show web-cc stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-web-cc-stats.htm
show web-cc status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-webcc-status.htm
show whitelist-db cpsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-whtlstdb-cps%20-%20Copy.htm
show whitelist-db cpsec-local-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-lcl.htm
show whitelist-db cpsec-seq,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-seq.htm
show whitelist-db cpsec-status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-sta.htm
show whitelist-db cpsec-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-stat.htm
show whitelist-db rap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-rap.htm
show whitelist-db rap long,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-rap-lng.htm
show whitelist-db rap-local-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-dbr-lcl-sw.htm
show whitelist-db rap-master-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-dbr-master.htm
show whitelist-db rap-status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-dbr-status.htm
show wificall-dns-patterns,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wifical-dns-patrns.htm
show wired-port-settings,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wired-port-se.htm
show wispr config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-wispr-conf.htm
